kpointindex: 1 K=      0.000000     -3.627599      0.000000
   mode=  14   Re <S_r>  0.00382413  0.00019305 -0.31422654   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.3142   Im|<S_r>|  0.0000   E_r=   9.87281614 -0.00000000
   mode=  15   Re <S_r> -0.06094192 -0.00041156 -0.55435339   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.5577   Im|<S_r>|  0.0000   E_r=   9.84301889 -0.00000000
   mode=  16   Re <S_r> -0.04183442  0.00059532 -0.45118229   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.4531   Im|<S_r>|  0.0000   E_r=   9.79598535 -0.00000000
   mode=  17   Re <S_r>  0.12349330 -0.00025547 -0.49796017   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.5130   Im|<S_r>|  0.0000   E_r=   9.77821923 -0.00000000
   mode=  18   Re <S_r> -0.01717466 -0.00046496 -0.57592685   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.5762   Im|<S_r>|  0.0000   E_r=   9.72987052 -0.00000000
   mode=  19   Re <S_r> -0.01527579  0.00055534 -0.00534759   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.0162   Im|<S_r>|  0.0000   E_r=   9.68540332  0.00000000
   mode=  20   Re <S_r> -0.09189113 -0.00027460 -0.61946854   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.6262   Im|<S_r>|  0.0000   E_r=   9.59736643  0.00000000
   mode=  21   Re <S_r> -0.00459410  0.00036113 -0.00582305   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.0074   Im|<S_r>|  0.0000   E_r=   9.55611809  0.00000000
   mode=  22   Re <S_r> -0.20779134 -0.00125830 -0.53220982   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.5713   Im|<S_r>|  0.0000   E_r=   9.41518840  0.00000000
   mode=  23   Re <S_r>  0.23243565  0.00185855 -0.58580567   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.6302   Im|<S_r>|  0.0000   E_r=   9.36711353 -0.00000000
   mode=  24   Re <S_r>  0.18060694  0.00071708 -0.44278510   Im <S_r>  0.00000000  0.00000000  0.00000000   Re|<S_r>|  0.4782   Im|<S_r>|  0.0000   E_r=   9.29918364 -0.00000000
